Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Address ID,Product ID,Sales,Quantity,Discount,Profit
5469,CA-2022-132451,2022-09-26,2022-09-27,First Class,KF-16285,UW-04289,FUR-CH-10000454,585.552,3,0.2,73.194
8052,CA-2022-144974,2022-09-26,2022-09-30,Standard Class,CM-12715,UE-71826,OFF-AP-10001492,41.376,6,0.2,3.1032
8051,CA-2022-144974,2022-09-26,2022-09-30,Standard Class,CM-12715,UE-71826,FUR-FU-10001095,21.184,1,0.2,4.7664
8050,CA-2022-144974,2022-09-26,2022-09-30,Standard Class,CM-12715,UE-71826,OFF-BI-10003274,5.97,5,0.7,-4.577
2543,CA-2022-164385,2022-09-26,2022-10-01,Second Class,NB-18580,UE-42922,OFF-AP-10002191,143.952,3,0.2,14.3952
1360,US-2022-151925,2022-09-26,2022-10-01,Second Class,KT-16465,UW-02698,FUR-CH-10002961,145.568,2,0.2,0
2107,US-2022-152723,2022-09-26,2022-09-26,Same Day,HG-14965,UC-74078,OFF-BI-10003460,0.876,1,0.8,-1.4016
314,CA-2022-120887,2022-09-27,2022-10-03,Standard Class,TS-21205,UE-63526,FUR-FU-10001588,87.54,3,0,37.6422
3314,US-2022-133130,2022-09-27,2022-10-01,Standard Class,TH-21100,UW-29468,OFF-PA-10000675,81.98,2,0,40.1702
3313,US-2022-133130,2022-09-27,2022-10-01,Standard Class,TH-21100,UW-29468,FUR-CH-10002602,603.92,5,0.2,45.294
1325,CA-2022-107153,2022-09-28,2022-10-03,Standard Class,GZ-14545,UE-93461,OFF-ST-10001321,46.26,3,0,12.4902
9042,CA-2022-114335,2022-09-28,2022-10-03,Standard Class,XP-21865,US-34935,FUR-FU-10000277,337.088,4,0.2,16.8544
1732,CA-2022-125136,2022-09-28,2022-10-03,Standard Class,KD-16495,US-29929,OFF-PA-10001804,10.688,2,0.2,3.7408
1731,CA-2022-125136,2022-09-28,2022-10-03,Standard Class,KD-16495,US-29929,OFF-PA-10001457,96.256,8,0.2,31.2832
9731,CA-2022-111962,2022-09-29,2022-10-04,Standard Class,EB-14170,UW-64372,OFF-ST-10000046,807.75,5,0,153.4725
9730,CA-2022-111962,2022-09-29,2022-10-04,Standard Class,EB-14170,UW-64372,OFF-BI-10001308,10.048,2,0.2,3.14
4057,CA-2022-122931,2022-09-29,2022-10-03,Standard Class,SM-20950,UE-42922,FUR-TA-10004147,67.176,1,0.4,-20.1528
4056,CA-2022-122931,2022-09-29,2022-10-03,Standard Class,SM-20950,UE-42922,OFF-ST-10004459,1801.632,6,0.2,-337.806
4055,CA-2022-122931,2022-09-29,2022-10-03,Standard Class,SM-20950,UE-42922,OFF-PA-10000533,20.928,4,0.2,6.8016
4054,CA-2022-122931,2022-09-29,2022-10-03,Standard Class,SM-20950,UE-42922,OFF-LA-10002945,55.44,11,0.2,18.018
4053,CA-2022-122931,2022-09-29,2022-10-03,Standard Class,SM-20950,UE-42922,FUR-TA-10004175,409.272,2,0.4,-81.8544
4052,CA-2022-122931,2022-09-29,2022-10-03,Standard Class,SM-20950,UE-42922,OFF-AR-10003469,4.224,3,0.2,1.4784
5799,CA-2022-124856,2022-09-29,2022-10-03,Second Class,LD-17005,UE-59964,OFF-PA-10001289,77.52,2,0,37.9848
5798,CA-2022-124856,2022-09-29,2022-10-03,Second Class,LD-17005,UE-59964,OFF-LA-10000121,18.9,3,0,8.694
5797,CA-2022-124856,2022-09-29,2022-10-03,Second Class,LD-17005,UE-59964,FUR-FU-10000521,117.36,4,0,36.3816
5796,CA-2022-124856,2022-09-29,2022-10-03,Second Class,LD-17005,UE-59964,OFF-ST-10002615,1395.54,9,0,362.8404
5627,CA-2022-126683,2022-09-29,2022-10-01,Second Class,PP-18955,UW-64372,FUR-TA-10002958,2348.82,9,0,399.2994
5626,CA-2022-126683,2022-09-29,2022-10-01,Second Class,PP-18955,UW-64372,FUR-FU-10001706,6.16,2,0,2.9568
1146,CA-2022-146969,2022-09-29,2022-10-03,Standard Class,AP-10915,UW-79725,OFF-ST-10004340,62.18,1,0,16.7886
1145,CA-2022-146969,2022-09-29,2022-10-03,Standard Class,AP-10915,UW-79725,TEC-MA-10004241,686.32,2,0.2,223.054
1144,CA-2022-146969,2022-09-29,2022-10-03,Standard Class,AP-10915,UW-79725,OFF-PA-10002105,6.48,1,0,3.1104
1143,CA-2022-146969,2022-09-29,2022-10-03,Standard Class,AP-10915,UW-79725,OFF-FA-10001561,8.72,4,0,2.8776
1142,CA-2022-146969,2022-09-29,2022-10-03,Standard Class,AP-10915,UW-79725,FUR-FU-10004188,204.6,2,0,53.196
1791,CA-2022-102008,2022-09-30,2022-10-04,Standard Class,RA-19915,UE-59964,OFF-PA-10004092,48.94,1,0,24.47
3048,CA-2022-137351,2022-09-30,2022-10-04,Standard Class,DB-13615,UW-34642,OFF-BI-10003910,43.176,7,0.2,13.4925
2335,CA-2022-140886,2022-09-30,2022-10-04,Standard Class,KW-16570,US-69587,OFF-AP-10000696,69.216,6,0.2,11.2476
7398,CA-2022-141649,2022-09-30,2022-09-30,Same Day,DM-12955,UE-65907,OFF-AP-10003217,795.408,6,0.2,59.6556
3284,CA-2022-159478,2022-09-30,2022-10-06,Standard Class,MH-17785,UE-85573,FUR-FU-10000221,15.24,3,0,5.1816
2106,US-2022-167633,2022-09-30,2022-10-05,Standard Class,BW-11200,US-50168,OFF-PA-10004888,15.552,3,0.2,5.4432
8706,US-2022-132745,2022-10-01,2022-10-05,Standard Class,NF-18475,UW-19101,OFF-FA-10000254,4.71,1,0,0
3229,CA-2022-108189,2022-10-02,2022-10-05,First Class,ES-14080,UW-65888,TEC-AC-10003038,7.16,1,0.2,-0.0895
3228,CA-2022-108189,2022-10-02,2022-10-05,First Class,ES-14080,UW-65888,TEC-PH-10001557,230.376,3,0.2,20.1579
3227,CA-2022-108189,2022-10-02,2022-10-05,First Class,ES-14080,UW-65888,OFF-SU-10003567,15.36,2,0.2,-3.264
3226,CA-2022-108189,2022-10-02,2022-10-05,First Class,ES-14080,UW-65888,OFF-EN-10004846,12.768,6,0.2,4.6284
3225,CA-2022-108189,2022-10-02,2022-10-05,First Class,ES-14080,UW-65888,TEC-PH-10001760,318.4,2,0.2,107.46
3224,CA-2022-108189,2022-10-02,2022-10-05,First Class,ES-14080,UW-65888,OFF-FA-10000735,4.672,2,0.2,1.46
3223,CA-2022-108189,2022-10-02,2022-10-05,First Class,ES-14080,UW-65888,OFF-PA-10001838,9.408,2,0.2,3.4104
5602,CA-2022-108903,2022-10-03,2022-10-03,Same Day,DO-13435,UE-93433,TEC-AC-10003023,142.488,3,0.2,-3.5622
5601,CA-2022-108903,2022-10-03,2022-10-03,Same Day,DO-13435,UE-93433,OFF-EN-10004030,14.48,5,0.2,4.887
5600,CA-2022-108903,2022-10-03,2022-10-03,Same Day,DO-13435,UE-93433,OFF-AR-10004010,55.984,2,0.2,4.1988
8222,CA-2022-120775,2022-10-03,2022-10-07,Standard Class,RD-19930,UC-65703,OFF-FA-10000254,15.072,4,0.2,-3.768
8221,CA-2022-120775,2022-10-03,2022-10-07,Standard Class,RD-19930,UC-65703,OFF-BI-10002609,1.788,3,0.8,-3.0396
8220,CA-2022-120775,2022-10-03,2022-10-07,Standard Class,RD-19930,UC-65703,OFF-LA-10002271,4.928,2,0.2,1.7248
8219,CA-2022-120775,2022-10-03,2022-10-07,Standard Class,RD-19930,UC-65703,FUR-FU-10000758,31.776,3,0.6,-19.0656
8218,CA-2022-120775,2022-10-03,2022-10-07,Standard Class,RD-19930,UC-65703,OFF-FA-10002676,4.344,3,0.2,0.8688
1351,CA-2022-153976,2022-10-03,2022-10-08,Second Class,BP-11290,UC-75138,FUR-CH-10002880,258.279,3,0.3,-70.1043
2276,CA-2022-157882,2022-10-03,2022-10-08,Second Class,AR-10405,UW-64195,FUR-CH-10002774,122.352,3,0.2,13.7646
2275,CA-2022-157882,2022-10-03,2022-10-08,Second Class,AR-10405,UW-64195,FUR-TA-10001866,143.432,1,0.2,3.5858
4878,US-2022-155817,2022-10-03,2022-10-09,Standard Class,SL-20155,US-64218,OFF-AR-10002335,6.192,3,0.2,0.4644
4877,US-2022-155817,2022-10-03,2022-10-09,Standard Class,SL-20155,US-64218,OFF-ST-10000532,61.568,2,0.2,4.6176
4948,CA-2022-102085,2022-10-04,2022-10-09,Standard Class,JD-16015,UW-64372,OFF-LA-10002475,29.24,4,0,13.7428
2725,CA-2022-153479,2022-10-04,2022-10-08,Standard Class,DF-13135,UW-59338,OFF-BI-10002867,95.648,2,0.2,31.0856
2724,CA-2022-153479,2022-10-04,2022-10-08,Standard Class,DF-13135,UW-59338,OFF-LA-10004689,14.45,5,0,6.7915
6440,CA-2022-166891,2022-10-04,2022-10-06,First Class,CC-12220,UE-00616,FUR-CH-10003298,589.41,5,0.1,-6.549
6805,CA-2022-152233,2022-10-05,2022-10-06,First Class,KH-16510,UW-66217,TEC-AC-10002800,99.98,2,0,34.993
6020,CA-2022-152422,2022-10-05,2022-10-10,Second Class,BD-11635,UE-93433,OFF-AP-10002892,91.92,5,0.2,11.49
8830,CA-2022-109680,2022-10-06,2022-10-09,First Class,VP-21760,UC-57536,OFF-ST-10001932,386.34,2,0,54.0876
6356,CA-2022-110611,2022-10-06,2022-10-13,Standard Class,JD-16015,UE-16655,OFF-ST-10000642,83.92,5,0.2,-13.637
5418,CA-2022-132542,2022-10-06,2022-10-08,Second Class,AM-10360,UC-59921,OFF-BI-10004099,15.36,2,0,7.68
482,CA-2022-134677,2022-10-06,2022-10-10,Standard Class,XP-21865,UW-30138,TEC-AC-10001445,9.09,3,0,1.9089
724,CA-2022-117429,2022-10-07,2022-10-13,Standard Class,MR-17545,UE-71826,FUR-FU-10000222,129.92,5,0.2,21.112
3827,CA-2022-132801,2022-10-07,2022-10-12,Standard Class,JG-15805,UC-65703,OFF-ST-10001228,107.44,10,0.2,10.744
8853,CA-2022-119977,2022-10-08,2022-10-13,Second Class,DN-13690,UE-59964,OFF-PA-10003823,123.92,4,0,55.764
7677,CA-2022-142951,2022-10-08,2022-10-08,Same Day,JG-15115,US-64676,TEC-AC-10002331,23.472,3,0.2,4.9878
7153,CA-2022-137911,2022-10-09,2022-10-15,Standard Class,BP-11095,US-44051,OFF-PA-10004071,88.768,2,0.2,31.0688
9460,CA-2022-138240,2022-10-09,2022-10-14,Standard Class,SJ-20500,UW-58802,TEC-PH-10002583,15.992,1,0.2,-2.9985
9459,CA-2022-138240,2022-10-09,2022-10-14,Standard Class,SJ-20500,UW-58802,OFF-AR-10002135,144.6,3,0,41.934
7549,CA-2022-103492,2022-10-10,2022-10-15,Standard Class,CM-12715,UC-29215,OFF-BI-10004140,0.898,1,0.8,-1.5715
7548,CA-2022-103492,2022-10-10,2022-10-15,Standard Class,CM-12715,UC-29215,OFF-BI-10004817,11.98,5,0.8,-19.168
7547,CA-2022-103492,2022-10-10,2022-10-15,Standard Class,CM-12715,UC-29215,TEC-PH-10004667,755.944,7,0.2,66.1451
7546,CA-2022-103492,2022-10-10,2022-10-15,Standard Class,CM-12715,UC-29215,TEC-PH-10001128,719.952,6,0.2,71.9952
4534,CA-2022-140403,2022-10-10,2022-10-10,Same Day,TN-21040,UW-49296,OFF-EN-10001219,15.28,2,0,7.4872
4533,CA-2022-140403,2022-10-10,2022-10-10,Same Day,TN-21040,UW-49296,FUR-CH-10002774,122.352,3,0.2,13.7646
6679,CA-2022-150329,2022-10-10,2022-10-14,Standard Class,SD-20485,UW-32901,FUR-FU-10003724,46.872,7,0.2,3.5154
8874,US-2022-105137,2022-10-10,2022-10-10,Same Day,RB-19435,UE-93433,OFF-BI-10002429,18.264,2,0.7,-13.3936
8873,US-2022-105137,2022-10-10,2022-10-10,Same Day,RB-19435,UE-93433,TEC-MA-10002694,101.994,2,0.7,-71.3958
9275,US-2022-134054,2022-10-10,2022-10-10,Same Day,FC-14335,UW-71309,OFF-AR-10000937,255.85,7,0,112.574
5929,CA-2022-114314,2022-10-11,2022-10-15,Standard Class,DB-13555,US-14916,FUR-FU-10002107,8.92,4,0,3.9248
5928,CA-2022-114314,2022-10-11,2022-10-15,Standard Class,DB-13555,US-14916,OFF-LA-10000240,7.31,1,0,3.4357
4002,CA-2022-116834,2022-10-11,2022-10-16,Standard Class,Dp-13240,UW-64372,TEC-AC-10002942,345,5,0,58.65
4001,CA-2022-116834,2022-10-11,2022-10-16,Standard Class,Dp-13240,UW-64372,FUR-FU-10001196,63.47,11,0,19.041
6215,CA-2022-128538,2022-10-11,2022-10-15,Standard Class,AS-10240,UW-26764,OFF-EN-10001219,7.64,1,0,3.7436
4169,CA-2022-157924,2022-10-11,2022-10-13,First Class,HA-14920,UW-02469,FUR-CH-10000229,433.568,2,0.2,-65.0352
4168,CA-2022-157924,2022-10-11,2022-10-13,First Class,HA-14920,UW-02469,OFF-ST-10002352,31.92,4,0,8.2992
3267,US-2022-126571,2022-10-11,2022-10-15,Standard Class,JF-15565,UE-16655,OFF-EN-10002230,201.432,3,0.2,67.9833
3266,US-2022-126571,2022-10-11,2022-10-15,Standard Class,JF-15565,UE-16655,OFF-ST-10003816,281.904,2,0.2,10.5714
83,CA-2022-139451,2022-10-12,2022-10-16,Standard Class,DN-13690,UW-58802,OFF-ST-10002370,21.39,1,0,6.2031
82,CA-2022-139451,2022-10-12,2022-10-16,Standard Class,DN-13690,UW-58802,OFF-AR-10002053,14.9,5,0,4.172
9440,US-2022-154655,2022-10-12,2022-10-17,Standard Class,BP-11050,UC-02461,OFF-SU-10000898,22.24,2,0.2,2.502
6322,CA-2022-123316,2022-10-13,2022-10-17,Standard Class,SP-20545,UE-33674,OFF-BI-10002764,7.752,3,0.2,2.8101
9114,CA-2022-132010,2022-10-13,2022-10-15,First Class,MA-17995,US-65194,OFF-BI-10002432,15.18,3,0,7.1346
9113,CA-2022-132010,2022-10-13,2022-10-15,First Class,MA-17995,US-65194,OFF-ST-10003641,315.2,4,0,6.304
9112,CA-2022-132010,2022-10-13,2022-10-15,First Class,MA-17995,US-65194,TEC-AC-10001542,22.96,2,0,4.3624
9111,CA-2022-132010,2022-10-13,2022-10-15,First Class,MA-17995,US-65194,OFF-EN-10003160,36.4,5,0,17.472
813,CA-2022-151995,2022-10-13,2022-10-15,First Class,ZC-21910,UW-26938,TEC-AC-10001101,25.78,2,0,2.578
812,CA-2022-151995,2022-10-13,2022-10-15,First Class,ZC-21910,UW-26938,OFF-AP-10000240,213.92,4,0,62.0368
811,CA-2022-151995,2022-10-13,2022-10-15,First Class,ZC-21910,UW-26938,FUR-TA-10002903,1298.55,5,0,311.652
810,CA-2022-151995,2022-10-13,2022-10-15,First Class,ZC-21910,UW-26938,OFF-AR-10003190,11.52,4,0,3.2256
5593,CA-2022-164742,2022-10-13,2022-10-18,Second Class,ML-17395,UE-08562,OFF-BI-10004738,18.94,1,0,9.47
5592,CA-2022-164742,2022-10-13,2022-10-18,Second Class,ML-17395,UE-08562,FUR-CH-10002880,245.98,2,0,27.0578
9636,CA-2022-151330,2022-10-14,2022-10-17,First Class,TC-21295,UE-94036,FUR-CH-10000749,1628.82,9,0,260.6112
9635,CA-2022-151330,2022-10-14,2022-10-17,First Class,TC-21295,UE-94036,OFF-ST-10000615,79.45,7,0,22.246
9634,CA-2022-151330,2022-10-14,2022-10-17,First Class,TC-21295,UE-94036,TEC-AC-10000865,177,3,0,30.09
5757,CA-2022-163748,2022-10-14,2022-10-18,Standard Class,HG-15025,UC-51233,TEC-CO-10002095,1999.96,5,0.2,624.9875
5756,CA-2022-163748,2022-10-14,2022-10-18,Standard Class,HG-15025,UC-51233,OFF-AP-10004052,3.16,4,0.8,-8.532
4907,US-2022-146353,2022-10-14,2022-10-16,Second Class,JE-15610,UE-42523,OFF-ST-10001469,269.9,5,0,16.194
4906,US-2022-146353,2022-10-14,2022-10-16,Second Class,JE-15610,UE-42523,OFF-BI-10003476,22.92,4,0,11.0016
9066,US-2022-151015,2022-10-14,2022-10-20,Standard Class,BD-11500,UC-48403,OFF-PA-10001184,19.136,4,0.2,6.9368
9065,US-2022-151015,2022-10-14,2022-10-20,Standard Class,BD-11500,UC-48403,OFF-BI-10000343,2.946,3,0.8,-4.8609
9064,US-2022-151015,2022-10-14,2022-10-20,Standard Class,BD-11500,UC-48403,OFF-PA-10002581,322.192,13,0.2,100.685
2695,CA-2022-143182,2022-10-15,2022-10-20,Standard Class,DL-12865,US-22363,FUR-FU-10004270,15.384,1,0.2,4.0383
4899,US-2022-122021,2022-10-15,2022-10-17,First Class,AC-10660,UE-80114,OFF-PA-10002230,7.968,2,0.2,2.8884
4898,US-2022-122021,2022-10-15,2022-10-17,First Class,AC-10660,UE-80114,FUR-CH-10003761,183.372,2,0.3,-7.8588
5887,US-2022-109456,2022-10-16,2022-10-17,Same Day,LS-17245,UW-40512,TEC-AC-10003610,179.97,3,0,86.3856
5886,US-2022-109456,2022-10-16,2022-10-17,Same Day,LS-17245,UW-40512,OFF-BI-10000136,14.352,3,0.2,5.0232
9558,CA-2022-103086,2022-10-17,2022-10-19,Second Class,EB-14170,UC-03532,FUR-FU-10004586,5.312,2,0.6,-1.5936
6875,CA-2022-124394,2022-10-17,2022-10-22,Second Class,TB-21520,UC-40909,TEC-AC-10001314,119.976,3,0.2,-17.9964
6874,CA-2022-124394,2022-10-17,2022-10-22,Second Class,TB-21520,UC-40909,OFF-BI-10003676,10.78,5,0.8,-17.248
1978,CA-2022-110408,2022-10-18,2022-10-20,Second Class,AS-10225,US-41151,FUR-CH-10003774,545.88,6,0,70.9644
1977,CA-2022-110408,2022-10-18,2022-10-20,Second Class,AS-10225,US-41151,TEC-PH-10002352,1394.95,5,0,362.687
1976,CA-2022-110408,2022-10-18,2022-10-20,Second Class,AS-10225,US-41151,OFF-ST-10001522,275.97,3,0,11.0388
5234,CA-2022-115084,2022-10-18,2022-10-22,Standard Class,LS-17200,US-56655,FUR-CH-10004626,605.34,6,0,145.2816
5112,CA-2022-138450,2022-10-18,2022-10-22,Standard Class,EH-13765,UE-42922,OFF-PA-10003016,10.048,4,0.2,3.14
5111,CA-2022-138450,2022-10-18,2022-10-22,Standard Class,EH-13765,UE-42922,OFF-ST-10003479,186.912,6,0.2,-35.046
5110,CA-2022-138450,2022-10-18,2022-10-22,Standard Class,EH-13765,UE-42922,OFF-EN-10001335,52.512,6,0.2,19.692
7118,CA-2022-143168,2022-10-18,2022-10-23,Second Class,IG-15085,UW-24866,OFF-BI-10003784,1.344,1,0.2,0.4704
7117,CA-2022-143168,2022-10-18,2022-10-23,Second Class,IG-15085,UW-24866,OFF-PA-10000167,61.96,2,0,27.882
9462,CA-2022-100867,2022-10-19,2022-10-24,Standard Class,EH-14125,UW-83769,TEC-PH-10004922,321.552,6,0.2,20.097
1594,CA-2022-117317,2022-10-19,2022-10-19,Same Day,JF-15490,UW-96275,OFF-PA-10004519,13.44,3,0,6.5856
9342,CA-2022-155264,2022-10-19,2022-10-22,Second Class,RP-19270,UW-40512,TEC-PH-10001305,117.576,3,0.2,11.7576
9341,CA-2022-155264,2022-10-19,2022-10-22,Second Class,RP-19270,UW-40512,OFF-LA-10002787,18.75,5,0,9
9340,CA-2022-155264,2022-10-19,2022-10-22,Second Class,RP-19270,UW-40512,OFF-PA-10003228,146.73,3,0,68.9631
9339,CA-2022-155264,2022-10-19,2022-10-22,Second Class,RP-19270,UW-40512,OFF-BI-10003727,20.064,6,0.2,7.0224
9338,CA-2022-155264,2022-10-19,2022-10-22,Second Class,RP-19270,UW-40512,OFF-BI-10003196,2.992,1,0.2,1.122
6558,CA-2022-137092,2022-10-20,2022-10-22,Second Class,LS-16975,UC-48403,OFF-LA-10003510,24.424,1,0.2,7.9378
6557,CA-2022-137092,2022-10-20,2022-10-22,Second Class,LS-16975,UC-48403,OFF-BI-10000632,8.682,1,0.8,-14.7594
6556,CA-2022-137092,2022-10-20,2022-10-22,Second Class,LS-16975,UC-48403,OFF-PA-10002109,3.808,1,0.2,1.2376
6555,CA-2022-137092,2022-10-20,2022-10-22,Second Class,LS-16975,UC-48403,OFF-ST-10003805,505.32,3,0.2,31.5825
6554,CA-2022-137092,2022-10-20,2022-10-22,Second Class,LS-16975,UC-48403,TEC-AC-10001606,319.968,4,0.2,71.9928
47,CA-2022-146703,2022-10-20,2022-10-25,Second Class,PO-18865,UC-50332,OFF-ST-10001713,211.96,4,0,8.4784
6538,CA-2022-169684,2022-10-20,2022-10-23,First Class,FH-14365,US-79677,OFF-ST-10000934,98.352,3,0.2,-24.588
6537,CA-2022-169684,2022-10-20,2022-10-23,First Class,FH-14365,US-79677,FUR-TA-10003008,328.59,3,0.4,-147.8655
7574,CA-2022-100916,2022-10-21,2022-10-26,Standard Class,FH-14275,US-36722,OFF-AR-10001022,2.84,1,0,0.8804
7573,CA-2022-100916,2022-10-21,2022-10-26,Standard Class,FH-14275,US-36722,FUR-TA-10004607,591.32,4,0,112.3508
7572,CA-2022-100916,2022-10-21,2022-10-26,Standard Class,FH-14275,US-36722,OFF-ST-10003479,194.7,5,0,9.735
1890,CA-2022-142587,2022-10-21,2022-10-22,First Class,TB-21520,UE-65907,FUR-TA-10000617,409.59,3,0.4,-122.877
1889,CA-2022-142587,2022-10-21,2022-10-22,First Class,TB-21520,UE-65907,OFF-AP-10004708,121.792,4,0.2,13.7016
6299,CA-2022-169852,2022-10-21,2022-10-26,Standard Class,SF-20965,UW-30138,OFF-BI-10001460,36.36,3,0.2,12.2715
147,CA-2022-110072,2022-10-22,2022-10-28,Standard Class,MG-17680,UE-53205,FUR-FU-10000521,93.888,4,0.2,12.9096
7665,CA-2022-151967,2022-10-22,2022-10-26,Standard Class,NB-18580,US-84059,FUR-FU-10000193,129.92,4,0,10.3936
2530,CA-2022-108707,2022-10-24,2022-10-29,Standard Class,DB-12910,US-32031,OFF-PA-10000788,10.368,2,0.2,3.6288
3745,CA-2022-113047,2022-10-24,2022-10-24,Same Day,AP-10915,US-35146,OFF-FA-10002763,11.85,3,0,3.792
3008,CA-2022-130729,2022-10-24,2022-10-29,Standard Class,AA-10375,UW-07868,OFF-BI-10002706,34.272,3,0.2,11.1384
7710,CA-2022-139542,2022-10-25,2022-10-29,Standard Class,EH-14185,UE-16655,OFF-BI-10000309,13.698,3,0.7,-9.5886
7709,CA-2022-139542,2022-10-25,2022-10-29,Standard Class,EH-14185,UE-16655,TEC-AC-10001553,40.776,3,0.2,0.5097
6129,US-2022-158400,2022-10-25,2022-10-28,First Class,AH-10030,UW-39434,OFF-BI-10002353,49.408,4,0.2,18.528
4306,CA-2022-162278,2022-10-26,2022-10-30,Second Class,AH-10585,UW-34642,TEC-PH-10000526,383.96,5,0.2,38.396
4305,CA-2022-162278,2022-10-26,2022-10-30,Second Class,AH-10585,UW-34642,FUR-FU-10000448,63.92,4,0,3.196
9419,CA-2022-148285,2022-10-27,2022-11-01,Standard Class,RD-19810,US-29929,OFF-PA-10000349,11.952,3,0.2,4.0338
9418,CA-2022-148285,2022-10-27,2022-11-01,Standard Class,RD-19810,US-29929,OFF-PA-10001166,10.368,2,0.2,3.6288
3847,CA-2022-101931,2022-10-28,2022-10-31,First Class,TS-21370,UW-02698,OFF-ST-10003442,141.4,5,0,38.178
3846,CA-2022-101931,2022-10-28,2022-10-31,First Class,TS-21370,UW-02698,FUR-BO-10001337,616.998,6,0.15,-36.294
3845,CA-2022-101931,2022-10-28,2022-10-31,First Class,TS-21370,UW-02698,OFF-SU-10000646,480.74,2,0,14.4222
3844,CA-2022-101931,2022-10-28,2022-10-31,First Class,TS-21370,UW-02698,OFF-SU-10002301,6.28,2,0,0.0628
3843,CA-2022-101931,2022-10-28,2022-10-31,First Class,TS-21370,UW-02698,OFF-BI-10004140,7.184,2,0.2,2.245
7371,CA-2022-107769,2022-10-28,2022-11-01,Standard Class,BT-11395,UC-86059,TEC-PH-10001336,257.98,2,0,74.8142
488,CA-2022-154627,2022-10-29,2022-10-31,First Class,SA-20830,UC-62125,TEC-PH-10001363,2735.952,6,0.2,341.994
9547,CA-2022-166590,2022-10-29,2022-11-02,Standard Class,NC-18625,UC-69918,OFF-PA-10000482,75.88,2,0,35.6636
9546,CA-2022-166590,2022-10-29,2022-11-02,Standard Class,NC-18625,UC-69918,TEC-AC-10003433,1.98,2,0,0.891
2068,CA-2022-106439,2022-10-31,2022-11-04,Standard Class,GG-14650,UW-02698,OFF-AR-10001419,12.39,3,0,3.717
2067,CA-2022-106439,2022-10-31,2022-11-04,Standard Class,GG-14650,UW-02698,TEC-AC-10004568,251.91,9,0,47.8629
2066,CA-2022-106439,2022-10-31,2022-11-04,Standard Class,GG-14650,UW-02698,FUR-CH-10003833,146.352,3,0.2,-9.147
2065,CA-2022-106439,2022-10-31,2022-11-04,Standard Class,GG-14650,UW-02698,OFF-ST-10001963,405.64,4,0,12.1692
2064,CA-2022-106439,2022-10-31,2022-11-04,Standard Class,GG-14650,UW-02698,OFF-BI-10004209,19.296,3,0.2,6.03
2063,CA-2022-106439,2022-10-31,2022-11-04,Standard Class,GG-14650,UW-02698,OFF-PA-10000477,64.74,13,0,30.4278
2062,CA-2022-106439,2022-10-31,2022-11-04,Standard Class,GG-14650,UW-02698,OFF-BI-10002571,15.968,2,0.2,5.3892
2061,CA-2022-106439,2022-10-31,2022-11-04,Standard Class,GG-14650,UW-02698,OFF-ST-10003996,80.3,5,0,20.878
2060,CA-2022-106439,2022-10-31,2022-11-04,Standard Class,GG-14650,UW-02698,OFF-FA-10002975,11.34,3,0,5.2164
6640,CA-2022-108609,2022-10-31,2022-11-02,Second Class,AJ-10780,UE-91211,FUR-TA-10003954,1421.664,8,0.4,-734.5264
4210,CA-2022-145387,2022-10-31,2022-11-02,Second Class,AM-10705,UE-21504,FUR-TA-10003238,385.686,1,0.3,-60.6078
4209,CA-2022-145387,2022-10-31,2022-11-02,Second Class,AM-10705,UE-21504,FUR-CH-10002320,1604.9,5,0,481.47
4208,CA-2022-145387,2022-10-31,2022-11-02,Second Class,AM-10705,UE-21504,FUR-FU-10000023,17.67,3,0,7.7748
4207,CA-2022-145387,2022-10-31,2022-11-02,Second Class,AM-10705,UE-21504,OFF-BI-10004001,34.08,2,0,15.6768
4206,CA-2022-145387,2022-10-31,2022-11-02,Second Class,AM-10705,UE-21504,FUR-FU-10002364,14.76,2,0,4.2804
4205,CA-2022-145387,2022-10-31,2022-11-02,Second Class,AM-10705,UE-21504,OFF-PA-10002195,10.16,2,0,4.7752
4204,CA-2022-145387,2022-10-31,2022-11-02,Second Class,AM-10705,UE-21504,OFF-AR-10001683,49.25,5,0,18.715
8304,US-2022-120313,2022-10-31,2022-11-02,Second Class,NL-18310,UW-40512,TEC-PH-10003092,73.584,2,0.2,8.2782
4772,US-2022-167262,2022-10-31,2022-11-03,Second Class,AC-10450,UW-81378,TEC-PH-10000486,742.336,8,0.2,83.5128
4069,CA-2022-102673,2022-11-01,2022-11-05,Standard Class,KH-16630,US-64676,TEC-PH-10004434,978.84,9,0.2,110.1195
4068,CA-2022-102673,2022-11-01,2022-11-05,Standard Class,KH-16630,US-64676,OFF-LA-10001771,47.808,12,0.2,15.5376
4067,CA-2022-102673,2022-11-01,2022-11-05,Standard Class,KH-16630,US-64676,OFF-AR-10000634,10.272,3,0.2,0.8988
4066,CA-2022-102673,2022-11-01,2022-11-05,Standard Class,KH-16630,US-64676,OFF-FA-10003021,7.52,5,0.2,1.41
9871,CA-2022-114195,2022-11-01,2022-11-03,First Class,EA-14035,UE-50493,OFF-BI-10001658,22.428,3,0.7,-17.9424
9870,CA-2022-114195,2022-11-01,2022-11-03,First Class,EA-14035,UE-50493,OFF-BI-10000494,3.132,2,0.7,-2.61
