Address ID,City ,State ,Postal Code,Region ,Country
US-72677,Pompano Beach,Florida,33068,South,United States
UW-02749,Fairfield,California,94533,West,United States
UC-63496,Oak Park,Michigan,48237,Central,United States
UE-92725,New Brunswick,New Jersey,8901,East,United States
UW-42051,Greeley,Colorado,80634,West,United States
US-45068,Kissimmee,Florida,34741,South,United States
US-25877,Sanford,Florida,32771,South,United States
UC-41662,Danville,Illinois,61832,Central,United States
UW-23299,Westminster,California,92683,West,United States
UC-95768,Mansfield,Texas,76063,Central,United States
UC-90868,Fargo,North Dakota,58103,Central,United States
UE-67336,Laurel,Maryland,20707,East,United States
UW-63956,Bellingham,Washington,98226,West,United States
UC-91838,Missouri City,Texas,77489,Central,United States
UC-78542,Pearland,Texas,77581,Central,United States
UC-21957,Rochester Hills,Michigan,48307,Central,United States
UC-29179,Maple Grove,Minnesota,55369,Central,United States
US-05565,Chapel Hill,North Carolina,27514,South,United States
UW-74627,Commerce City,Colorado,80022,West,United States
UE-40382,Wheeling,West Virginia,26003,East,United States
UW-66703,Citrus Heights,California,95610,West,United States
UW-11911,Pico Rivera,California,90660,West,United States
UW-90515,San Mateo,California,94403,West,United States
UC-47584,Waterloo,Iowa,50701,Central,United States
UC-52238,Elkhart,Indiana,46514,Central,United States
UW-69439,Loveland,Colorado,80538,West,United States
UW-31498,Inglewood,California,90301,West,United States
UW-68366,La Mesa,California,91941,West,United States
UC-57011,Independence,Missouri,64055,Central,United States
UW-10071,Modesto,California,95351,West,United States
UC-10632,Grand Island,Nebraska,68801,Central,United States
UW-48541,Clovis,New Mexico,88101,West,United States
US-41193,Melbourne,Florida,32935,South,United States
US-33794,Pine Bluff,Arkansas,71603,South,United States
UC-47493,Saint Cloud,Minnesota,56301,Central,United States
US-33911,Miramar,Florida,33023,South,United States
UE-65204,Mentor,Ohio,44060,East,United States
UW-20688,Meridian,Idaho,83642,West,United States
UW-92111,Danville,California,94526,West,United States
US-65829,Springdale,Arkansas,72762,South,United States
UW-30409,Coachella,California,92236,West,United States
UW-50715,Sunnyvale,California,94086,West,United States
UC-05497,Aberdeen,South Dakota,57401,Central,United States
US-94101,Jupiter,Florida,33458,South,United States
UW-67208,Dublin,California,94568,West,United States
UE-08369,Grove City,Ohio,43123,East,United States
UE-99193,Elyria,Ohio,44035,East,United States
UE-74944,Hagerstown,Maryland,21740,East,United States
UC-87347,Saginaw,Michigan,48601,Central,United States
UC-89674,College Station,Texas,77840,Central,United States
UW-04732,Ontario,California,91761,West,United States
UW-48205,Renton,Washington,98059,West,United States
UC-04297,Canton,Michigan,48187,Central,United States
US-59053,Summerville,South Carolina,29483,South,United States
UC-74688,Gladstone,Missouri,64118,Central,United States
UW-62426,Whittier,California,90604,West,United States
UC-44636,Burlington,Iowa,52601,Central,United States
UC-81173,Palatine,Illinois,60067,Central,United States
UC-81565,Abilene,Texas,79605,Central,United States
UC-82975,Oak Park,Illinois,60302,Central,United States
US-91998,Port Orange,Florida,32127,South,United States
UE-27963,Danbury,Connecticut,6810,East,United States
UW-72764,Everett,Washington,98208,West,United States
